customer_age,trx_vlu,trx_age,trx_rank,category_in_english,value_recency
50,74.0,371,1,F&B,0.1989247311827957
50,74.0,50,2,F&B,1.4509803921568627
348,102.0,348,1,F&B,0.2922636103151863
84,117.0,463,1,F&B,0.2521551724137931
84,86.0,84,2,F&B,1.011764705882353
34,370.0,379,1,F&B,0.9736842105263158
34,30.0,295,2,F&B,0.10135135135135136
34,324.0,138,3,F&B,2.3309352517985613
34,185.0,34,4,F&B,5.285714285714286
69,360.0,265,1,F&B,1.3533834586466165
89,120.0,305,1,F&B,0.39215686274509803
193,150.0,193,1,F&B,0.7731958762886598
164,370.0,164,1,F&B,2.242424242424242
290,144.0,290,1,F&B,0.4948453608247423
132,120.0,132,1,F&B,0.9022556390977443
258,258.9,258,1,F&B,0.9996138996138996
238,190.0,238,1,F&B,0.7949790794979079
34,109.6,34,1,F&B,3.1314285714285712
141,182.0,141,1,F&B,1.2816901408450705
19,224.0,19,1,F&B,11.2
266,118.0,266,1,F&B,0.4419475655430712
136,181.5,136,1,F&B,1.3248175182481752
279,182.3,279,1,F&B,0.6510714285714286
201,106.0,229,1,F&B,0.4608695652173913
201,122.0,201,2,F&B,0.6039603960396039
308,140.1,308,1,F&B,0.4533980582524272
47,260.0,47,1,F&B,5.416666666666667
390,160.0,390,1,F&B,0.4092071611253197
27,156.0,384,1,F&B,0.4051948051948052
271,136.5,271,1,F&B,0.5018382352941176
258,104.0,258,1,F&B,0.4015444015444015
145,190.0,145,1,F&B,1.3013698630136987
269,280.0,446,1,F&B,0.6263982102908278
372,124.0,372,1,F&B,0.3324396782841823
498,114.0,498,1,F&B,0.22845691382765532
34,120.2,443,1,F&B,0.27072072072072073
18,182.0,372,1,F&B,0.4879356568364611
18,202.0,18,2,F&B,10.631578947368421
191,116.0,191,1,F&B,0.6041666666666666
59,268.0,59,1,F&B,4.466666666666667
342,144.0,342,1,F&B,0.4198250728862974
342,103.0,342,1,F&B,0.30029154518950435
279,108.0,279,1,F&B,0.38571428571428573
13,411.0,13,1,F&B,29.357142857142858
352,62.0,352,1,F&B,0.17563739376770537
6,336.0,6,1,F&B,48.0
1,190.0,1,1,F&B,95.0
14,366.0,14,1,F&B,24.4
86,190.0,86,1,F&B,2.1839080459770117
316,190.0,322,1,F&B,0.5882352941176471
316,147.0,316,2,F&B,0.4637223974763407
74,451.8,74,1,F&B,6.024
218,134.0,218,1,F&B,0.6118721461187214
282,661.2,282,1,F&B,2.336395759717315
186,212.0,186,1,F&B,1.1336898395721926
30,178.0,30,1,F&B,5.741935483870968
20,226.0,20,1,F&B,10.761904761904763
174,222.0,230,1,F&B,0.961038961038961
174,100.0,174,2,F&B,0.5714285714285714
342,140.0,342,1,F&B,0.40816326530612246
350,140.0,350,1,F&B,0.39886039886039887
104,140.0,104,1,F&B,1.3333333333333333
367,106.0,367,1,F&B,0.28804347826086957
134,248.0,134,1,F&B,1.837037037037037
62,622.0,240,1,F&B,2.5809128630705396
62,270.0,62,2,F&B,4.285714285714286
344,190.0,344,1,F&B,0.5507246376811594
128,120.0,128,1,F&B,0.9302325581395349
277,146.0,277,1,F&B,0.5251798561151079
100,100.0,130,1,F&B,0.7633587786259542
224,132.0,224,1,F&B,0.5866666666666667
74,255.7,74,1,F&B,3.409333333333333
32,1090.0,41,1,F&B,25.952380952380953
32,526.0,32,2,F&B,15.93939393939394
227,112.0,227,1,F&B,0.49122807017543857
338,57.9,338,1,F&B,0.17079646017699116
364,126.0,364,1,F&B,0.3452054794520548
304,91.0,304,1,F&B,0.2983606557377049
191,354.0,191,1,F&B,1.84375
75,216.0,75,1,F&B,2.8421052631578947
70,574.0,70,1,F&B,8.084507042253522
191,188.0,191,1,F&B,0.9791666666666666
158,160.0,158,1,F&B,1.0062893081761006
317,92.0,317,1,F&B,0.2893081761006289
348,168.0,348,1,F&B,0.4813753581661891
361,50.0,361,1,F&B,0.13812154696132597
191,286.0,321,1,F&B,0.8881987577639752
203,180.0,203,1,F&B,0.8823529411764706
453,218.0,453,1,F&B,0.4801762114537445
39,120.0,39,1,F&B,3.0
166,150.0,166,1,F&B,0.8982035928143712
246,760.0,246,1,F&B,3.076923076923077
32,160.0,32,1,F&B,4.848484848484849
304,179.0,304,1,F&B,0.5868852459016394
170,144.2,170,1,F&B,0.8432748538011695
282,150.0,282,1,F&B,0.5300353356890459
131,436.0,131,1,F&B,3.303030303030303
342,144.0,342,1,F&B,0.4198250728862974
8,150.0,290,1,F&B,0.5154639175257731
8,88.0,8,2,F&B,9.777777777777779
20,140.0,302,1,F&B,0.46204620462046203
13,242.0,13,1,F&B,17.285714285714285
222,108.6,222,1,F&B,0.4869955156950672
208,270.0,208,1,F&B,1.291866028708134
17,204.0,17,1,F&B,11.333333333333334
270,107.0,270,1,F&B,0.3948339483394834
1,192.0,1,1,F&B,96.0
101,164.0,101,1,F&B,1.607843137254902
65,208.0,347,1,F&B,0.5977011494252874
65,190.0,333,2,F&B,0.5688622754491018
269,37.0,269,1,F&B,0.13703703703703704
20,179.9,20,1,F&B,8.566666666666666
270,35.9,270,1,F&B,0.13247232472324721
85,35.2,85,1,F&B,0.4093023255813954
80,190.0,80,1,F&B,2.345679012345679
40,92.0,180,1,F&B,0.5082872928176796
40,106.0,40,2,F&B,2.5853658536585367
49,102.0,49,1,F&B,2.04
34,167.5,34,1,F&B,4.785714285714286
370,2023.8,370,1,F&B,5.454986522911051
18,224.0,18,1,F&B,11.789473684210526
297,826.0,298,1,F&B,2.762541806020067
40,120.0,40,1,F&B,2.926829268292683
90,190.0,90,1,F&B,2.087912087912088
20,65.0,27,1,F&B,2.3214285714285716
23,238.0,184,1,F&B,1.2864864864864864
234,245.7,234,1,F&B,1.045531914893617
273,324.0,273,1,F&B,1.1824817518248176
29,180.0,353,1,F&B,0.5084745762711864
58,188.0,58,1,F&B,3.1864406779661016
20,158.0,355,1,F&B,0.4438202247191011
20,210.4,20,2,F&B,10.019047619047619
58,140.0,58,1,F&B,2.3728813559322033
127,212.0,354,1,F&B,0.5971830985915493
126,90.0,126,1,F&B,0.7086614173228346
3,186.0,3,1,F&B,46.5
321,300.0,321,1,F&B,0.9316770186335404
17,552.0,265,1,F&B,2.075187969924812
248,180.0,248,1,F&B,0.7228915662650602
56,128.0,305,1,F&B,0.41830065359477125
56,132.0,56,2,F&B,2.3157894736842106
387,292.0,387,1,F&B,0.7525773195876289
171,300.0,390,1,F&B,0.7672634271099744
171,1063.1,362,2,F&B,2.9286501377410468
171,1063.1,362,3,F&B,2.9286501377410468
171,421.1,361,4,F&B,1.1632596685082874
341,220.0,341,1,F&B,0.6432748538011696
22,182.4,411,1,F&B,0.44271844660194176
68,602.0,69,1,F&B,8.6
68,426.0,68,2,F&B,6.173913043478261
555,50.0,555,1,F&B,0.08992805755395683
390,189.8,390,1,F&B,0.4854219948849105
412,149.4,412,1,F&B,0.3617433414043584
352,104.0,352,1,F&B,0.29461756373937675
61,154.0,61,1,F&B,2.4838709677419355
363,120.0,363,1,F&B,0.32967032967032966
354,76.0,544,1,F&B,0.13944954128440368
354,148.0,354,2,F&B,0.4169014084507042
177,516.0,177,1,F&B,2.898876404494382
26,346.0,26,1,F&B,12.814814814814815
370,268.0,370,1,F&B,0.7223719676549866
261,193.0,261,1,F&B,0.7366412213740458
320,196.0,320,1,F&B,0.6105919003115264
432,149.0,448,1,F&B,0.33184855233853006
432,50.0,432,2,F&B,0.11547344110854503
259,147.0,259,1,F&B,0.5653846153846154
24,666.0,483,1,F&B,1.3760330578512396
412,132.0,412,1,F&B,0.3196125907990315
272,256.0,474,1,F&B,0.5389473684210526
16,460.0,16,1,F&B,27.058823529411764
75,70.0,334,1,F&B,0.208955223880597
75,192.0,75,2,F&B,2.526315789473684
85,238.0,85,1,F&B,2.7674418604651163
165,166.0,165,1,F&B,1.0
330,140.6,330,1,F&B,0.42477341389728096
39,414.0,39,1,F&B,10.35
204,104.0,240,1,F&B,0.4315352697095436
122,142.0,413,1,F&B,0.34299516908212563
46,256.0,46,1,F&B,5.446808510638298
357,256.0,357,1,F&B,0.7150837988826816
391,234.0,391,1,F&B,0.5969387755102041
20,196.0,193,1,F&B,1.0103092783505154
20,68.4,20,2,F&B,3.2571428571428576
472,173.7,472,1,F&B,0.36723044397463
206,280.0,206,1,F&B,1.3526570048309179
487,150.0,487,1,F&B,0.3073770491803279
20,180.0,436,1,F&B,0.41189931350114417
34,202.0,409,1,F&B,0.4926829268292683
286,314.0,286,1,F&B,1.0940766550522647
288,100.0,288,1,F&B,0.3460207612456747
6,260.0,397,1,F&B,0.6532663316582915
85,488.0,85,1,F&B,5.674418604651163
438,124.0,438,1,F&B,0.2824601366742597
141,242.0,141,1,F&B,1.704225352112676
92,140.0,382,1,F&B,0.36553524804177545
92,172.0,92,2,F&B,1.8494623655913978
441,150.3,441,1,F&B,0.3400452488687783
286,102.0,286,1,F&B,0.3554006968641115
261,181.0,454,1,F&B,0.3978021978021978
434,197.0,434,1,F&B,0.4528735632183908
4,88.0,4,1,F&B,17.6
2,195.0,495,1,F&B,0.39314516129032256
3,86.5,304,1,F&B,0.2836065573770492
225,190.0,225,1,F&B,0.8407079646017699
142,340.0,316,1,F&B,1.0725552050473186
142,213.0,142,2,F&B,1.4895104895104896
253,220.0,456,1,F&B,0.4814004376367615
309,168.0,309,1,F&B,0.5419354838709678
67,966.0,365,1,F&B,2.639344262295082
67,525.3,361,2,F&B,1.4511049723756906
67,671.8,344,3,F&B,1.9472463768115942
307,150.0,307,1,F&B,0.487012987012987
264,208.0,264,1,F&B,0.7849056603773585
42,110.0,436,1,F&B,0.2517162471395881
338,87.0,338,1,F&B,0.25663716814159293
216,802.4,277,1,F&B,2.8863309352517983
216,230.0,266,2,F&B,0.8614232209737828
216,196.0,266,3,F&B,0.7340823970037453
216,660.7,228,4,F&B,2.8851528384279477
216,324.0,216,5,F&B,1.4930875576036866
70,510.1,348,1,F&B,1.4616045845272208
70,72.0,348,2,F&B,0.20630372492836677
62,300.0,62,1,F&B,4.761904761904762
98,420.0,98,1,F&B,4.242424242424242
273,208.0,273,1,F&B,0.7591240875912408
150,242.0,150,1,F&B,1.6026490066225165
72,300.0,347,1,F&B,0.8620689655172413
34,150.0,412,1,F&B,0.36319612590799033
327,308.0,327,1,F&B,0.9390243902439024
174,408.0,223,1,F&B,1.8214285714285714
174,408.0,223,2,F&B,1.8214285714285714
336,1050.0,370,1,F&B,2.830188679245283
336,452.0,336,2,F&B,1.3412462908011868
336,452.0,336,3,F&B,1.3412462908011868
401,66.0,401,1,F&B,0.16417910447761194
305,116.0,305,1,F&B,0.3790849673202614
34,1020.0,380,1,F&B,2.677165354330709
266,170.0,375,1,F&B,0.4521276595744681
266,380.0,339,2,F&B,1.1176470588235294
266,297.0,323,3,F&B,0.9166666666666666
266,220.0,296,4,F&B,0.7407407407407407
266,242.0,266,5,F&B,0.9063670411985019
56,130.0,56,1,F&B,2.280701754385965
40,718.1,127,1,F&B,5.61015625
40,838.0,99,2,F&B,8.38
40,698.0,40,3,F&B,17.024390243902438
81,116.0,204,1,F&B,0.5658536585365853
259,150.0,259,1,F&B,0.5769230769230769
261,237.0,261,1,F&B,0.9045801526717557
254,720.0,360,1,F&B,1.994459833795014
254,750.0,353,2,F&B,2.1186440677966103
343,103.0,343,1,F&B,0.29941860465116277
350,205.0,350,1,F&B,0.584045584045584
328,170.7,328,1,F&B,0.5188449848024316
349,180.0,349,1,F&B,0.5142857142857142
143,120.0,143,1,F&B,0.8333333333333334
124,100.0,124,1,F&B,0.8
68,154.0,68,1,F&B,2.2318840579710146
354,150.7,354,1,F&B,0.4245070422535211
346,160.0,346,1,F&B,0.4610951008645533
359,194.8,359,1,F&B,0.5411111111111111
163,168.0,163,1,F&B,1.024390243902439
352,316.0,352,1,F&B,0.8951841359773371
165,178.0,165,1,F&B,1.072289156626506
265,408.8,267,1,F&B,1.5253731343283583
371,152.0,371,1,F&B,0.40860215053763443
76,409.0,310,1,F&B,1.315112540192926
76,389.5,76,2,F&B,5.058441558441558
370,2128.8,370,1,F&B,5.73800539083558
27,58.0,527,1,F&B,0.10984848484848485
163,158.0,163,1,F&B,0.9634146341463414
155,150.0,155,1,F&B,0.9615384615384616
140,308.0,140,1,F&B,2.1843971631205674
276,84.0,276,1,F&B,0.30324909747292417
318,300.0,321,1,F&B,0.9316770186335404
167,330.0,384,1,F&B,0.8571428571428571
67,212.0,347,1,F&B,0.6091954022988506
31,69.9,31,1,F&B,2.184375
231,124.2,231,1,F&B,0.5353448275862069
41,143.0,41,1,F&B,3.4047619047619047
44,200.0,44,1,F&B,4.444444444444445
447,247.5,447,1,F&B,0.5524553571428571
346,110.0,346,1,F&B,0.3170028818443804
350,60.0,350,1,F&B,0.17094017094017094
325,110.0,325,1,F&B,0.3374233128834356
391,90.0,391,1,F&B,0.22959183673469388
391,52.0,391,2,F&B,0.1326530612244898
450,104.0,450,1,F&B,0.23059866962305986
3,204.0,3,1,F&B,51.0
426,166.4,426,1,F&B,0.38969555035128806
386,208.0,386,1,F&B,0.537467700258398
376,84.0,376,1,F&B,0.22281167108753316
234,112.4,234,1,F&B,0.47829787234042553
34,228.0,429,1,F&B,0.5302325581395348
34,58.0,361,2,F&B,0.16022099447513813
34,86.0,267,3,F&B,0.3208955223880597
358,90.0,524,1,F&B,0.17142857142857143
358,128.6,358,2,F&B,0.35821727019498606
348,240.0,348,1,F&B,0.6876790830945558
355,2039.0,355,1,F&B,5.727528089887641
121,700.0,121,1,F&B,5.737704918032787
24,930.0,350,1,F&B,2.6495726495726495
9,942.2,343,1,F&B,2.738953488372093
9,248.0,237,2,F&B,1.0420168067226891
9,88.8,194,3,F&B,0.4553846153846154
9,270.0,96,4,F&B,2.783505154639175
9,250.2,9,5,F&B,25.02
313,712.5,370,1,F&B,1.9204851752021563
370,295.8,370,1,F&B,0.7973045822102426
349,496.3,367,1,F&B,1.348641304347826
349,744.3,355,2,F&B,2.0907303370786514
349,908.3,349,3,F&B,2.595142857142857
296,412.3,364,1,F&B,1.1295890410958904
296,950.4,361,2,F&B,2.625414364640884
296,464.1,352,3,F&B,1.3147308781869689
296,220.0,296,4,F&B,0.7407407407407407
264,95.0,425,1,F&B,0.22300469483568075
264,56.0,425,2,F&B,0.13145539906103287
264,72.8,413,3,F&B,0.1758454106280193
70,364.0,71,1,F&B,5.055555555555555
131,276.0,131,1,F&B,2.090909090909091
20,160.0,510,1,F&B,0.3131115459882583
266,308.0,266,1,F&B,1.1535580524344569
35,388.0,552,1,F&B,0.701627486437613
212,394.0,212,1,F&B,1.8497652582159625
435,134.9,435,1,F&B,0.3094036697247707
299,250.0,341,1,F&B,0.7309941520467836
299,250.0,341,2,F&B,0.7309941520467836
299,250.0,341,3,F&B,0.7309941520467836
299,250.0,341,4,F&B,0.7309941520467836
299,182.0,315,5,F&B,0.5759493670886076
299,329.8,299,6,F&B,1.0993333333333333
20,66.0,354,1,F&B,0.18591549295774648
350,220.0,350,1,F&B,0.6267806267806267
119,42.0,359,1,F&B,0.11666666666666667
119,367.6,318,2,F&B,1.1523510971786834
119,70.0,203,3,F&B,0.3431372549019608
119,214.0,119,4,F&B,1.7833333333333334
258,456.0,258,1,F&B,1.7606177606177607
36,156.0,286,1,F&B,0.5435540069686411
36,74.0,36,2,F&B,2.0
337,156.0,337,1,F&B,0.46153846153846156
309,364.0,324,1,F&B,1.12
452,110.0,452,1,F&B,0.24282560706401765
365,142.0,365,1,F&B,0.3879781420765027
266,470.0,266,1,F&B,1.7602996254681649
442,164.0,442,1,F&B,0.37020316027088035
20,232.0,239,1,F&B,0.9666666666666667
20,118.0,20,2,F&B,5.619047619047619
184,1125.2,370,1,F&B,3.0328840970350406
184,710.0,361,2,F&B,1.9613259668508287
184,250.0,345,3,F&B,0.7225433526011561
184,160.0,184,4,F&B,0.8648648648648649
273,184.5,273,1,F&B,0.6733576642335767
154,281.2,258,1,F&B,1.0857142857142856
154,98.0,154,2,F&B,0.632258064516129
319,977.3,358,1,F&B,2.722284122562674
134,98.0,134,1,F&B,0.725925925925926
322,70.0,322,1,F&B,0.21671826625386997
475,120.0,475,1,F&B,0.25210084033613445
336,104.0,336,1,F&B,0.3086053412462908
280,332.0,412,1,F&B,0.8038740920096852
346,295.0,362,1,F&B,0.8126721763085399
346,295.0,362,2,F&B,0.8126721763085399
359,276.2,359,1,F&B,0.7672222222222221
102,100.0,154,1,F&B,0.6451612903225806
102,188.0,102,2,F&B,1.825242718446602
343,217.4,343,1,F&B,0.6319767441860465
419,300.0,419,1,F&B,0.7142857142857143
283,92.0,283,1,F&B,0.323943661971831
145,285.0,145,1,F&B,1.952054794520548
131,335.0,131,1,F&B,2.537878787878788
300,408.0,300,1,F&B,1.3554817275747508
370,250.0,371,1,F&B,0.6720430107526881
12,200.0,443,1,F&B,0.45045045045045046
174,208.0,465,1,F&B,0.44635193133047213
174,198.0,174,2,F&B,1.1314285714285715
290,120.0,418,1,F&B,0.2863961813842482
290,192.0,355,2,F&B,0.5393258426966292
290,400.0,290,3,F&B,1.3745704467353952
354,790.0,363,1,F&B,2.17032967032967
358,1128.1,369,1,F&B,3.0489189189189188
152,196.0,438,1,F&B,0.44646924829157175
152,166.0,152,2,F&B,1.0849673202614378
144,322.0,144,1,F&B,2.220689655172414
350,1862.3,360,1,F&B,5.158725761772853
350,620.0,350,2,F&B,1.7663817663817665
361,604.1,363,1,F&B,1.6596153846153847
361,96.0,363,2,F&B,0.26373626373626374
361,1298.3,361,3,F&B,3.58646408839779
361,108.0,361,4,F&B,0.2983425414364641
361,46.0,361,5,F&B,0.1270718232044199
277,196.0,360,1,F&B,0.5429362880886427
273,306.0,273,1,F&B,1.1167883211678833
351,204.0,351,1,F&B,0.5795454545454546
24,120.0,24,1,F&B,4.8
353,228.5,353,1,F&B,0.6454802259887006
35,130.0,350,1,F&B,0.37037037037037035
35,130.0,338,2,F&B,0.3834808259587021
35,130.0,337,3,F&B,0.38461538461538464
35,229.3,336,4,F&B,0.6804154302670623
35,70.0,35,5,F&B,1.9444444444444444
348,209.0,348,1,F&B,0.5988538681948424
248,232.0,410,1,F&B,0.5644768856447688
344,136.0,344,1,F&B,0.39420289855072466
202,161.0,202,1,F&B,0.7931034482758621
431,154.0,431,1,F&B,0.35648148148148145
154,46.5,235,1,F&B,0.19703389830508475
446,302.0,446,1,F&B,0.6756152125279642
343,600.3,367,1,F&B,1.6312499999999999
343,600.3,367,2,F&B,1.6312499999999999
343,600.3,367,3,F&B,1.6312499999999999
343,610.0,344,4,F&B,1.7681159420289856
343,610.0,344,5,F&B,1.7681159420289856
343,1089.1,343,6,F&B,3.165988372093023
349,288.0,349,1,F&B,0.8228571428571428
141,222.0,455,1,F&B,0.4868421052631579
306,133.0,306,1,F&B,0.43322475570032576
76,64.0,586,1,F&B,0.10902896081771721
354,484.0,354,1,F&B,1.3633802816901408
417,170.7,417,1,F&B,0.4083732057416268
226,188.0,448,1,F&B,0.41870824053452116
13,150.0,359,1,F&B,0.4166666666666667
203,252.0,203,1,F&B,1.2352941176470589
182,296.2,320,1,F&B,0.9227414330218068
141,312.0,141,1,F&B,2.1971830985915495
346,127.7,346,1,F&B,0.36801152737752163
110,262.0,110,1,F&B,2.3603603603603602
132,376.0,313,1,F&B,1.197452229299363
132,136.0,132,2,F&B,1.0225563909774436
108,584.0,152,1,F&B,3.816993464052288
108,584.0,152,2,F&B,3.816993464052288
108,584.0,152,3,F&B,3.816993464052288
108,434.8,151,4,F&B,2.860526315789474
108,434.8,147,5,F&B,2.937837837837838
108,418.0,145,6,F&B,2.863013698630137
108,332.0,108,7,F&B,3.0458715596330275
318,1092.3,355,1,F&B,3.068258426966292
71,195.0,540,1,F&B,0.36044362292051757
313,114.0,313,1,F&B,0.3630573248407643
50,296.0,50,1,F&B,5.803921568627451
315,170.0,446,1,F&B,0.38031319910514544
315,144.0,315,2,F&B,0.45569620253164556
157,851.2,157,1,F&B,5.387341772151899
292,804.9,358,1,F&B,2.242061281337047
292,654.0,351,2,F&B,1.8579545454545454
292,360.6,337,3,F&B,1.0668639053254438
292,409.0,335,4,F&B,1.2172619047619047
292,360.6,320,5,F&B,1.1233644859813086
292,198.0,292,6,F&B,0.6757679180887372
257,110.0,257,1,F&B,0.4263565891472868
212,296.2,442,1,F&B,0.6686230248306998
212,72.0,442,2,F&B,0.16252821670428894
212,1428.1,359,3,F&B,3.966944444444444
212,148.0,212,4,F&B,0.6948356807511737
75,226.0,347,1,F&B,0.6494252873563219
322,155.5,322,1,F&B,0.48142414860681115
13,160.0,527,1,F&B,0.30303030303030304
13,78.0,355,2,F&B,0.21910112359550563
349,468.0,349,1,F&B,1.3371428571428572
80,480.0,370,1,F&B,1.2938005390835579
80,312.0,366,2,F&B,0.8501362397820164
80,548.0,364,3,F&B,1.5013698630136987
80,446.0,362,4,F&B,1.2286501377410468
80,486.1,337,5,F&B,1.438165680473373
80,174.4,292,6,F&B,0.595221843003413
80,162.0,80,7,F&B,2.0
41,174.0,375,1,F&B,0.4627659574468085
397,270.0,397,1,F&B,0.678391959798995
41,149.0,41,1,F&B,3.5476190476190474
171,85.0,269,1,F&B,0.3148148148148148
320,1674.5,370,1,F&B,4.513477088948787
320,773.3,320,2,F&B,2.4090342679127725
84,580.3,338,1,F&B,1.7117994100294984
84,380.0,84,2,F&B,4.470588235294118
445,98.0,445,1,F&B,0.21973094170403587
362,1161.5,369,1,F&B,3.139189189189189
311,160.0,311,1,F&B,0.5128205128205128
324,233.0,324,1,F&B,0.7169230769230769
98,263.0,373,1,F&B,0.7032085561497327
50,172.0,331,1,F&B,0.5180722891566265
206,192.0,206,1,F&B,0.927536231884058
354,78.0,354,1,F&B,0.21971830985915494
275,68.0,275,1,F&B,0.2463768115942029
359,294.1,359,1,F&B,0.8169444444444445
361,240.0,361,1,F&B,0.6629834254143646
42,268.0,42,1,F&B,6.232558139534884
199,340.0,199,1,F&B,1.7
425,130.0,425,1,F&B,0.3051643192488263
271,111.0,271,1,F&B,0.40808823529411764
400,69.2,400,1,F&B,0.17256857855361596
260,186.0,260,1,F&B,0.7126436781609196
8,300.0,333,1,F&B,0.8982035928143712
8,278.0,8,2,F&B,30.88888888888889
317,132.0,317,1,F&B,0.41509433962264153
179,400.0,179,1,F&B,2.2222222222222223
6,73.6,367,1,F&B,0.19999999999999998
251,175.0,251,1,F&B,0.6944444444444444
43,243.0,43,1,F&B,5.5227272727272725
259,122.0,259,1,F&B,0.46923076923076923
377,360.0,377,1,F&B,0.9523809523809523
116,196.0,116,1,F&B,1.6752136752136753
442,95.0,442,1,F&B,0.2144469525959368
337,180.0,337,1,F&B,0.5325443786982249
37,410.0,37,1,F&B,10.789473684210526
146,338.0,146,1,F&B,2.2993197278911564
250,133.9,250,1,F&B,0.5334661354581673
33,117.6,523,1,F&B,0.22442748091603051
33,96.0,438,2,F&B,0.21867881548974943
33,100.0,326,3,F&B,0.3058103975535168
33,142.0,33,4,F&B,4.176470588235294
357,194.0,359,1,F&B,0.5388888888888889
357,68.0,357,2,F&B,0.18994413407821228
156,250.0,439,1,F&B,0.5681818181818182
156,270.0,156,2,F&B,1.7197452229299364
151,147.9,151,1,F&B,0.9730263157894737
303,580.6,343,1,F&B,1.6877906976744186
303,1500.0,303,2,F&B,4.934210526315789
239,198.0,239,1,F&B,0.825
311,300.0,311,1,F&B,0.9615384615384616
46,212.0,369,1,F&B,0.572972972972973
41,412.0,349,1,F&B,1.177142857142857
230,94.5,361,1,F&B,0.2610497237569061
230,64.0,230,2,F&B,0.27705627705627706
133,198.0,546,1,F&B,0.3619744058500914
133,410.0,136,2,F&B,2.9927007299270074
133,140.0,133,3,F&B,1.044776119402985
143,120.0,143,1,F&B,0.8333333333333334
224,266.0,224,1,F&B,1.1822222222222223
387,30.0,449,1,F&B,0.06666666666666667
387,268.0,449,2,F&B,0.5955555555555555
387,80.0,387,3,F&B,0.20618556701030927
300,774.1,345,1,F&B,2.23728323699422
6,230.0,393,1,F&B,0.583756345177665
189,196.1,468,1,F&B,0.4181236673773987
71,188.0,374,1,F&B,0.5013333333333333
71,212.0,71,2,F&B,2.9444444444444446
361,270.0,361,1,F&B,0.7458563535911602
341,155.0,341,1,F&B,0.45321637426900585
216,549.1,345,1,F&B,1.5869942196531792
216,699.1,335,2,F&B,2.080654761904762
216,562.0,216,3,F&B,2.589861751152074
216,24.0,216,4,F&B,0.11059907834101383
378,1369.6,379,1,F&B,3.6042105263157893
378,416.0,379,2,F&B,1.0947368421052632
378,219.0,378,3,F&B,0.5778364116094987
378,104.0,378,4,F&B,0.27440633245382584
313,178.0,313,1,F&B,0.5668789808917197
143,178.0,341,1,F&B,0.52046783625731
391,416.0,391,1,F&B,1.0612244897959184
276,106.0,276,1,F&B,0.38267148014440433
34,153.0,34,1,F&B,4.371428571428571
200,163.0,449,1,F&B,0.3622222222222222
200,62.0,200,2,F&B,0.30845771144278605
300,396.0,300,1,F&B,1.3156146179401993
353,132.0,353,1,F&B,0.3728813559322034
333,150.0,333,1,F&B,0.4491017964071856
321,456.1,374,1,F&B,1.2162666666666668
321,778.0,350,2,F&B,2.2165242165242165
321,724.0,339,3,F&B,2.1294117647058823
321,234.0,321,4,F&B,0.7267080745341615
74,246.0,74,1,F&B,3.28
333,340.0,333,1,F&B,1.0179640718562875
335,286.0,335,1,F&B,0.8511904761904762
62,104.0,445,1,F&B,0.23318385650224216
62,134.0,62,2,F&B,2.126984126984127
263,320.0,321,1,F&B,0.9937888198757764
151,252.5,393,1,F&B,0.6408629441624365
320,106.0,320,1,F&B,0.3302180685358255
259,178.7,259,1,F&B,0.6873076923076923
259,45.0,259,2,F&B,0.17307692307692307
19,282.0,446,1,F&B,0.6308724832214765
13,135.0,13,1,F&B,9.642857142857142
454,131.4,454,1,F&B,0.2887912087912088
224,180.0,224,1,F&B,0.8
300,150.0,300,1,F&B,0.4983388704318937
193,336.2,193,1,F&B,1.7329896907216493
27,200.0,112,1,F&B,1.7699115044247788
27,165.0,27,2,F&B,5.892857142857143
72,183.3,72,1,F&B,2.510958904109589
95,218.0,420,1,F&B,0.517814726840855
206,175.1,206,1,F&B,0.8458937198067633
398,152.0,398,1,F&B,0.38095238095238093
130,212.0,130,1,F&B,1.618320610687023
63,120.0,63,1,F&B,1.875
380,122.0,380,1,F&B,0.32020997375328086
345,360.0,345,1,F&B,1.0404624277456647
86,160.0,86,1,F&B,1.839080459770115
403,242.0,403,1,F&B,0.599009900990099
384,140.0,384,1,F&B,0.36363636363636365
418,154.0,418,1,F&B,0.36754176610978523
189,246.0,189,1,F&B,1.2947368421052632
505,80.0,505,1,F&B,0.15810276679841898
308,180.0,308,1,F&B,0.5825242718446602
80,171.1,80,1,F&B,2.112345679012346
347,210.3,347,1,F&B,0.6043103448275863
13,298.0,323,1,F&B,0.9197530864197531
13,128.0,129,2,F&B,0.9846153846153847
13,76.0,13,3,F&B,5.428571428571429
378,273.0,378,1,F&B,0.7203166226912929
56,540.0,56,1,F&B,9.473684210526315
246,104.9,498,1,F&B,0.21022044088176353
308,153.0,308,1,F&B,0.49514563106796117
140,184.0,140,1,F&B,1.3049645390070923
20,331.8,341,1,F&B,0.9701754385964912
71,747.1,361,1,F&B,2.0638121546961328
71,409.1,359,2,F&B,1.136388888888889
71,1001.2,349,3,F&B,2.8605714285714288
27,276.0,352,1,F&B,0.7818696883852692
27,228.0,377,1,F&B,0.6031746031746031
322,220.0,322,1,F&B,0.6811145510835913
54,390.0,369,1,F&B,1.054054054054054
54,474.0,362,2,F&B,1.3057851239669422
373,148.0,373,1,F&B,0.39572192513368987
307,178.0,307,1,F&B,0.577922077922078
41,276.0,321,1,F&B,0.8571428571428571
41,125.0,41,2,F&B,2.9761904761904763
66,442.5,66,1,F&B,6.604477611940299
