User_Id,Customer_Age,Trx_Vlu,Trx_Age,Trx_Rank,Points,Category In English,Mer_Id
795,13,867,13,1,8670,Grocery,8
797,103,220,103,1,2200,Grocery,8
798,21,665.3,278,1,6653,Grocery,8
798,21,526,21,2,5260,Grocery,8
799,80,100,304,1,1000,Grocery,8
799,80,92,301,2,920,Grocery,8
799,80,64,80,3,640,Grocery,8
801,5,144,326,1,1440,Grocery,8
801,5,85.3,5,2,853,Grocery,8
803,185,210,185,1,2100,Grocery,8
805,18,210,18,1,2100,Grocery,8
807,6,1600,118,1,16000,Grocery,8
807,6,600,73,2,6000,Grocery,8
807,6,500,6,3,5000,Grocery,8
808,80,31.5,80,1,315,Grocery,8
809,239,294,239,1,2940,Grocery,8
811,40,440,281,1,4400,Grocery,8
811,40,354,114,2,3540,Grocery,8
811,40,190,40,3,1900,Grocery,8
814,80,200,80,1,2000,Grocery,8
816,13,924,78,1,9240,Grocery,8
816,13,212,13,2,2120,Grocery,8
818,254,177,254,1,1770,Grocery,8
820,97,464,97,1,4640,Grocery,8
821,271,131,271,1,1310,Grocery,8
822,307,136.5,307,1,1365,Grocery,8
823,244,340.9,244,1,3409,Grocery,8
825,277,100,277,1,1000,Grocery,8
829,174,134,174,1,1340,Grocery,8
830,78,242,78,1,2420,Grocery,8
831,233,212,233,1,2120,Grocery,8
832,330,154,330,1,1540,Grocery,8
834,223,482,223,1,4820,Grocery,8
835,334,166,334,1,1660,Grocery,8
841,14,218,14,1,2180,Grocery,8
842,133,192,133,1,1920,Grocery,8
845,168,556,168,1,5560,Grocery,8
846,19,724,19,1,7240,Grocery,8
849,44,204,44,1,2040,Grocery,8
853,269,236,269,1,2360,Grocery,8
855,255,257,255,1,2570,Grocery,8
857,41,632,292,1,6320,Grocery,8
857,41,705,41,2,7050,Grocery,8
859,194,120,194,1,1200,Grocery,8
860,254,251,254,1,2510,Grocery,8
862,247,128,247,1,1280,Grocery,8
863,87,164,87,1,1640,Grocery,8
866,64,200,64,1,2000,Grocery,8
867,320,100,320,1,1000,Grocery,8
870,200,304,200,1,3040,Grocery,8
872,86,397,260,1,3970,Grocery,8
872,86,346,86,2,3460,Grocery,8
875,34,223,34,1,2230,Grocery,8
876,27,474,27,1,4740,Grocery,8
879,76,272,76,1,2720,Grocery,8
880,29,800,29,1,8000,Grocery,8
881,244,240,244,1,2400,Grocery,8
883,41,150,237,1,1500,Grocery,8
883,41,38,41,2,380,Grocery,8
887,251,125,251,1,1250,Grocery,8
889,66,1648,66,1,16480,Grocery,8
890,96,258,300,1,2580,Grocery,8
890,96,218,96,2,2180,Grocery,8
891,86,210.5,86,1,2105,Grocery,8
893,80,226,80,1,2260,Grocery,8
894,18,212,18,1,2120,Grocery,8
895,91,146,91,1,1460,Grocery,8
896,239,258,239,1,2580,Grocery,8
900,305,169,305,1,1690,Grocery,8
901,20,226,20,1,2260,Grocery,8
902,6,80,6,1,800,Grocery,8
903,54,322,54,1,3220,Grocery,8
906,230,780,230,1,7800,Grocery,8
909,49,256,49,1,2560,Grocery,8
910,20,222,248,1,2220,Grocery,8
910,20,774,39,2,7740,Grocery,8
910,20,2000,20,3,20000,Grocery,8
915,15,440,269,1,4400,Grocery,8
916,47,162,47,1,1620,Grocery,8
917,64,754,64,1,7540,Grocery,8
918,233,244,233,1,2440,Grocery,8
919,27,151,27,1,1510,Grocery,8
922,50,494,50,1,4940,Grocery,8
925,259,111,259,1,1110,Grocery,8
928,292,76,292,1,760,Grocery,8
931,20,228,301,1,2280,Grocery,8
931,20,96,198,2,960,Grocery,8
931,20,106.7,99,3,1067,Grocery,8
931,20,96,20,4,960,Grocery,8
933,81,144,81,1,1440,Grocery,8
934,63,196,63,1,1960,Grocery,8
936,34,301,34,1,3010,Grocery,8
937,320,2136,320,1,21360,Grocery,8
938,76,142,76,1,1420,Grocery,8
941,136,158,136,1,1580,Grocery,8
944,5,48,5,1,480,Grocery,8
947,201,162,201,1,1620,Grocery,8
951,27,313.7,27,1,3137,Grocery,8
952,34,1181,34,1,11810,Grocery,8
953,266,126,266,1,1260,Grocery,8
954,86,530,86,1,5300,Grocery,8
956,61,120,61,1,1200,Grocery,8
957,173,262,173,1,2620,Grocery,8
960,20,216,20,1,2160,Grocery,8
961,9,180,9,1,1800,Grocery,8
962,45,230,45,1,2300,Grocery,8
964,180,114,180,1,1140,Grocery,8
965,41,207,41,1,2070,Grocery,8
967,265,330,265,1,3300,Grocery,8
968,256,144.1,256,1,1441,Grocery,8
970,43,246,43,1,2460,Grocery,8
972,6,139,6,1,1390,Grocery,8
973,252,580,252,1,5800,Grocery,8
974,237,86,237,1,860,Grocery,8
976,130,226,130,1,2260,Grocery,8
979,69,150,69,1,1500,Grocery,8
981,163,230,163,1,2300,Grocery,8
984,78,176,78,1,1760,Grocery,8
985,262,277,262,1,2770,Grocery,8
986,3,915,270,1,9150,Grocery,8
986,3,2716,3,2,27160,Grocery,8
987,27,111,252,1,1110,Grocery,8
987,27,51,27,2,510,Grocery,8
988,142,146,142,1,1460,Grocery,8
989,246,154,246,1,1540,Grocery,8
993,117,178,117,1,1780,Grocery,8
995,10,304,10,1,3040,Grocery,8
997,306,113,306,1,1130,Grocery,8
998,224,172,224,1,1720,Grocery,8
1001,5,68,5,1,680,Grocery,8
1002,217,318,217,1,3180,Grocery,8
1005,259,178,259,1,1780,Grocery,8
1006,67,162,67,1,1620,Grocery,8
1011,200,166,200,1,1660,Grocery,8
1013,104,162,104,1,1620,Grocery,8
1018,66,178,66,1,1780,Grocery,8
1019,49,148,49,1,1480,Grocery,8
1020,131,134,131,1,1340,Grocery,8
1021,163,132,302,1,1320,Grocery,8
1021,163,48,163,2,480,Grocery,8
1022,13,100,20,1,1000,Grocery,8
1022,13,90,13,2,900,Grocery,8
1025,34,96,34,1,960,Grocery,8
1029,33,103.9,33,1,1039,Grocery,8
1034,39,194,39,1,1940,Grocery,8
1036,265,140,265,1,1400,Grocery,8
1038,250,180,250,1,1800,Grocery,8
1039,6,80,6,1,800,Grocery,8
1040,146,142,146,1,1420,Grocery,8
1042,244,788,244,1,7880,Grocery,8
1043,67,338,67,1,3380,Grocery,8
1045,201,68,201,1,680,Grocery,8
1047,302,182,302,1,1820,Grocery,8
1048,13,186,13,1,1860,Grocery,8
1052,26,122,72,1,1220,Grocery,8
1057,191,172,191,1,1720,Grocery,8
1059,54,304,229,1,3040,Grocery,8
1059,54,326,54,2,3260,Grocery,8
1060,296,104,296,1,1040,Grocery,8
1062,55,90,55,1,900,Grocery,8
1063,2,62,2,1,620,Grocery,8
1064,190,148,190,1,1480,Grocery,8
1066,250,180,250,1,1800,Grocery,8
1067,34,215.5,34,1,2155,Grocery,8
1069,13,862,240,1,8620,Grocery,8
1069,13,651,13,2,6510,Grocery,8
1070,98,146,195,1,1460,Grocery,8
1070,98,94,98,2,940,Grocery,8
1072,19,194,19,1,1940,Grocery,8
1073,264,124,264,1,1240,Grocery,8
1074,34,400,259,1,4000,Grocery,8
1074,34,300,64,2,3000,Grocery,8
1074,34,100,34,3,1000,Grocery,8
1077,163,338,163,1,3380,Grocery,8
1080,75,140,75,1,1400,Grocery,8
1081,167,368,167,1,3680,Grocery,8
1082,2,84,55,1,840,Grocery,8
1086,180,90,180,1,900,Grocery,8
1088,33,222,33,1,2220,Grocery,8
1090,162,70,162,1,700,Grocery,8
1091,306,191,306,1,1910,Grocery,8
1092,56,50,56,1,500,Grocery,8
1094,30,140,30,1,1400,Grocery,8
1095,21,154,301,1,1540,Grocery,8
1095,21,64,21,2,640,Grocery,8
1098,324,155.7,324,1,1557,Grocery,8
1100,199,240,199,1,2400,Grocery,8
1102,73,210,73,1,2100,Grocery,8
1103,41,256,41,1,2560,Grocery,8
1104,32,1242,32,1,12420,Grocery,8
1105,182,160.2,182,1,1602,Grocery,8
1107,52,60,213,1,600,Grocery,8
1107,52,60,53,2,600,Grocery,8
1107,52,54,52,3,540,Grocery,8
1108,230,218,230,1,2180,Grocery,8
1109,162,310,162,1,3100,Grocery,8
1110,73,158,73,1,1580,Grocery,8
1111,52,200,52,1,2000,Grocery,8
1113,252,175,252,1,1750,Grocery,8
1115,254,338,254,1,3380,Grocery,8
1116,26,940,90,1,9400,Grocery,8
1116,26,280,26,2,2800,Grocery,8
1117,20,231,20,1,2310,Grocery,8
1118,16,340,16,1,3400,Grocery,8
1120,200,168,200,1,1680,Grocery,8
1121,19,620,19,1,6200,Grocery,8
1124,270,260,270,1,2600,Grocery,8
1125,157,192,157,1,1920,Grocery,8
1128,236,238,236,1,2380,Grocery,8
1129,34,175,34,1,1750,Grocery,8
1131,53,204,53,1,2040,Grocery,8
1137,32,200,32,1,2000,Grocery,8
1141,20,66,260,1,660,Grocery,8
1141,20,82.7,20,2,827,Grocery,8
1142,304,138,304,1,1380,Grocery,8
1143,23,220,23,1,2200,Grocery,8
1144,89,116,89,1,1160,Grocery,8
1148,34,2152,34,1,21520,Grocery,8
1149,226,215.1,226,1,2151,Grocery,8
1150,260,37,260,1,370,Grocery,8
1151,293,232,293,1,2320,Grocery,8
1153,234,144,234,1,1440,Grocery,8
1154,70,62,70,1,620,Grocery,8
1155,83,1044,83,1,10440,Grocery,8
1156,87,232,87,1,2320,Grocery,8
1158,154,148,154,1,1480,Grocery,8
1160,62,132,62,1,1320,Grocery,8
1162,91,168,91,1,1680,Grocery,8
1163,302,158.6,302,1,1586,Grocery,8
1164,108,73.1,108,1,731,Grocery,8
1166,68,294,230,1,2940,Grocery,8
1166,68,92,68,2,920,Grocery,8
1168,48,172,48,1,1720,Grocery,8
1169,19,238,19,1,2380,Grocery,8
1170,60,2358,326,1,23580,Grocery,8
1170,60,268,60,2,2680,Grocery,8
1172,28,78,28,1,780,Grocery,8
1173,59,360,59,1,3600,Grocery,8
1174,6,247,6,1,2470,Grocery,8
1176,249,756,249,1,7560,Grocery,8
1178,34,77,34,1,770,Grocery,8
1179,248,409.7,248,1,4097,Grocery,8
1181,126,358,126,1,3580,Grocery,8
1182,72,118,72,1,1180,Grocery,8
1183,4,990,4,1,9900,Grocery,8
1186,16,240,16,1,2400,Grocery,8
1193,258,163,258,1,1630,Grocery,8
1196,27,243,27,1,2430,Grocery,8
1198,184,232,184,1,2320,Grocery,8
1199,75,244,75,1,2440,Grocery,8
1202,236,1254,236,1,12540,Grocery,8
1203,331,120,331,1,1200,Grocery,8
1206,144,262,144,1,2620,Grocery,8
1208,24,1074,24,1,10740,Grocery,8
1214,250,310,250,1,3100,Grocery,8
1216,20,218,20,1,2180,Grocery,8
1217,68,200,68,1,2000,Grocery,8
1221,34,300,34,1,3000,Grocery,8
1223,80,494,80,1,4940,Grocery,8
1225,16,1078,16,1,10780,Grocery,8
1227,35,256,35,1,2560,Grocery,8
1229,20,247,20,1,2470,Grocery,8
1232,270,106,270,1,1060,Grocery,8
1236,104,293.9,104,1,2939,Grocery,8
1238,9,2284,211,1,22840,Grocery,8
1238,9,1574,195,2,15740,Grocery,8
1238,9,918,152,3,9180,Grocery,8
1238,9,524,70,4,5240,Grocery,8
1238,9,1360,34,5,13600,Grocery,8
1238,9,1546,9,6,15460,Grocery,8
1240,180,182,180,1,1820,Grocery,8
1241,307,203,307,1,2030,Grocery,8
1242,186,235.9,186,1,2359,Grocery,8
1247,3,926,3,1,9260,Grocery,8
1248,26,236,26,1,2360,Grocery,8
1249,167,154,167,1,1540,Grocery,8
1254,41,570,41,1,5700,Grocery,8
1259,328,150,328,1,1500,Grocery,8
1262,2,122,34,1,1220,Grocery,8
1262,2,164,2,2,1640,Grocery,8
1265,299,554,299,1,5540,Grocery,8
1267,79,172.9,79,1,1729,Grocery,8
1268,246,106,246,1,1060,Grocery,8
1271,16,400,16,1,4000,Grocery,8
1272,115,200,115,1,2000,Grocery,8
1275,56,400,248,1,4000,Grocery,8
1275,56,250,158,2,2500,Grocery,8
1275,56,254,56,3,2540,Grocery,8
1279,81,714,81,1,7140,Grocery,8
1280,217,178.7,217,1,1787,Grocery,8
1281,40,45,40,1,450,Grocery,8
1283,197,182,197,1,1820,Grocery,8
1284,239,130,239,1,1300,Grocery,8
1285,27,90,27,1,900,Grocery,8
1286,26,410,26,1,4100,Grocery,8
1288,303,160,303,1,1600,Grocery,8
1293,27,173,27,1,1730,Grocery,8
1294,255,141,255,1,1410,Grocery,8
1295,127,181.8,127,1,1818,Grocery,8
1296,205,206.3,205,1,2063,Grocery,8
1297,268,154,268,1,1540,Grocery,8
1298,9,86,75,1,860,Grocery,8
1301,27,285,27,1,2850,Grocery,8
1303,207,602.3,207,1,6023,Grocery,8
1304,59,198,59,1,1980,Grocery,8
1305,315,162,315,1,1620,Grocery,8
1306,284,168,284,1,1680,Grocery,8
1309,238,192,238,1,1920,Grocery,8
1310,13,90,13,1,900,Grocery,8
1311,113,154,113,1,1540,Grocery,8
1317,271,336,271,1,3360,Grocery,8
1318,68,176,68,1,1760,Grocery,8
1319,269,58,269,1,580,Grocery,8
1322,48,534,48,1,5340,Grocery,8
1324,79,214,79,1,2140,Grocery,8
1327,236,62,236,1,620,Grocery,8
1328,34,208,34,1,2080,Grocery,8
1329,266,860,266,1,8600,Grocery,8
1330,19,877,19,1,8770,Grocery,8
1331,250,45,250,1,450,Grocery,8
1332,120,112,120,1,1120,Grocery,8
1333,49,255.3,49,1,2553,Grocery,8
1334,34,153,272,1,1530,Grocery,8
1334,34,57,34,2,570,Grocery,8
1335,86,800,86,1,8000,Grocery,8
1338,32,258,32,1,2580,Grocery,8
1342,13,64.5,13,1,645,Grocery,8
1344,215,182,215,1,1820,Grocery,8
1345,20,325,27,1,3250,Grocery,8
1345,20,40,20,2,400,Grocery,8
1347,62,190,62,1,1900,Grocery,8
1348,41,157,41,1,1570,Grocery,8
1349,5,98,130,1,980,Grocery,8
1349,5,26,5,2,260,Grocery,8
1350,60,1000,133,1,10000,Grocery,8
1350,60,300,60,2,3000,Grocery,8
1355,70,282,70,1,2820,Grocery,8
1357,20,966,20,1,9660,Grocery,8
1363,20,106,235,1,1060,Grocery,8
1363,20,45,20,2,450,Grocery,8
1364,91,200,91,1,2000,Grocery,8
1365,20,114,20,1,1140,Grocery,8
1366,250,183,250,1,1830,Grocery,8
1367,34,193,34,1,1930,Grocery,8
1368,81,494,81,1,4940,Grocery,8
1370,27,148,27,1,1480,Grocery,8
1371,20,1187,20,1,11870,Grocery,8
1372,117,198,117,1,1980,Grocery,8
1374,63,166,63,1,1660,Grocery,8
1375,21,110,21,1,1100,Grocery,8
1376,28,216,28,1,2160,Grocery,8
1378,163,320,163,1,3200,Grocery,8
1380,27,172,27,1,1720,Grocery,8
1382,37,228,37,1,2280,Grocery,8
1383,214,226,214,1,2260,Grocery,8
1385,12,272,12,1,2720,Grocery,8
1386,34,142,34,1,1420,Grocery,8
1387,61,234,61,1,2340,Grocery,8
1388,59,158,59,1,1580,Grocery,8
1390,5,226,5,1,2260,Grocery,8
1395,20,201,20,1,2010,Grocery,8
1396,302,176,302,1,1760,Grocery,8
1397,167,184,167,1,1840,Grocery,8
1398,233,164,233,1,1640,Grocery,8
1400,78,158,78,1,1580,Grocery,8
1404,250,850,250,1,8500,Grocery,8
1405,24,1172,24,1,11720,Grocery,8
1406,20,168,20,1,1680,Grocery,8
1408,19,460,19,1,4600,Grocery,8
1410,78,448,78,1,4480,Grocery,8
1411,19,189.7,19,1,1897,Grocery,8
1412,68,24,68,1,240,Grocery,8
1413,287,306,287,1,3060,Grocery,8
1414,101,152,293,1,1520,Grocery,8
1414,101,38,101,2,380,Grocery,8
1417,132,1000,177,1,10000,Grocery,8
1417,132,730,132,2,7300,Grocery,8
1419,204,138,204,1,1380,Grocery,8
1420,79,260,79,1,2600,Grocery,8
1421,3,570,3,1,5700,Grocery,8
1422,20,194,20,1,1940,Grocery,8
1423,27,641,27,1,6410,Grocery,8
1427,138,172,138,1,1720,Grocery,8
1429,229,155.4,229,1,1554,Grocery,8
1431,131,290,131,1,2900,Grocery,8
1432,19,249.1,19,1,2491,Grocery,8
1434,175,114,175,1,1140,Grocery,8
1436,34,343,34,1,3430,Grocery,8
1438,74,184,74,1,1840,Grocery,8
1443,38,234,38,1,2340,Grocery,8
1444,267,114,267,1,1140,Grocery,8
1446,45,360,45,1,3600,Grocery,8
1450,155,170,155,1,1700,Grocery,8
1451,34,47.5,34,1,475,Grocery,8
1452,41,535,270,1,5350,Grocery,8
1452,41,280,168,2,2800,Grocery,8
1452,41,351,41,3,3510,Grocery,8
1455,8,158,8,1,1580,Grocery,8
1457,71,329,255,1,3290,Grocery,8
1457,71,235.9,71,2,2359,Grocery,8
1459,91,168,91,1,1680,Grocery,8
1460,56,242.6,56,1,2426,Grocery,8
1461,253,130,253,1,1300,Grocery,8
1463,269,159,269,1,1590,Grocery,8
1465,34,128,34,1,1280,Grocery,8
1466,17,68,17,1,680,Grocery,8
1468,67,380,67,1,3800,Grocery,8
1469,41,240,41,1,2400,Grocery,8
1470,54,218,54,1,2180,Grocery,8
1472,59,200,59,1,2000,Grocery,8
1473,39,180,39,1,1800,Grocery,8
1474,69,264,335,1,2640,Grocery,8
1474,69,276,69,2,2760,Grocery,8
1480,180,162,180,1,1620,Grocery,8
1481,271,448,271,1,4480,Grocery,8
1483,269,894,269,1,8940,Grocery,8
1484,12,290,12,1,2900,Grocery,8
1486,47,184,47,1,1840,Grocery,8
1488,219,210,219,1,2100,Grocery,8
1489,20,307,20,1,3070,Grocery,8
1490,13,350.8,13,1,3508,Grocery,8
1497,57,328,214,1,3280,Grocery,8
1497,57,486,57,2,4860,Grocery,8
1498,107,478,107,1,4780,Grocery,8
1500,20,498,20,1,4980,Grocery,8
1502,128,160,128,1,1600,Grocery,8
1504,270,661,270,1,6610,Grocery,8
1505,18,324,18,1,3240,Grocery,8
1509,270,635,270,1,6350,Grocery,8
1511,67,394,67,1,3940,Grocery,8
1512,82,270,82,1,2700,Grocery,8
1513,20,500,20,1,5000,Grocery,8
1514,11,394,11,1,3940,Grocery,8
1516,69,156,69,1,1560,Grocery,8
1520,40,90,40,1,900,Grocery,8
1521,60,280,60,1,2800,Grocery,8
1522,20,111,20,1,1110,Grocery,8
1524,82,429.1,82,1,4291,Grocery,8
1524,82,429.1,82,2,4291,Grocery,8
1525,9,264,9,1,2640,Grocery,8
1526,186,150.3,262,1,1503,Grocery,8
1526,186,306,186,2,3060,Grocery,8
1527,34,272,34,1,2720,Grocery,8
1530,215,360.1,215,1,3601,Grocery,8
1532,40,256,40,1,2560,Grocery,8
1533,251,402,251,1,4020,Grocery,8
1534,34,435,34,1,4350,Grocery,8
1535,146,38,146,1,380,Grocery,8
1537,83,370,83,1,3700,Grocery,8
1538,253,192,253,1,1920,Grocery,8
1539,21,84,21,1,840,Grocery,8
1543,251,168,251,1,1680,Grocery,8
1546,256,63,256,1,630,Grocery,8
1547,115,164,115,1,1640,Grocery,8
1549,269,2150,269,1,21500,Grocery,8
1549,269,2150,269,2,21500,Grocery,8
1550,71,196,71,1,1960,Grocery,8
1551,267,122,267,1,1220,Grocery,8
1552,236,220,236,1,2200,Grocery,8
1553,70,322,70,1,3220,Grocery,8
1554,78,198.5,78,1,1985,Grocery,8
1557,5,186,5,1,1860,Grocery,8
1559,259,118,259,1,1180,Grocery,8
1560,48,224,48,1,2240,Grocery,8
1563,12,270,12,1,2700,Grocery,8
1564,271,140,271,1,1400,Grocery,8
1566,33,250,33,1,2500,Grocery,8
1569,58,416,71,1,4160,Grocery,8
1569,58,616,65,2,6160,Grocery,8
1569,58,280,58,3,2800,Grocery,8
1576,235,149,253,1,1490,Grocery,8
1576,235,216,235,2,2160,Grocery,8
1577,114,470,114,1,4700,Grocery,8
1578,269,172,269,1,1720,Grocery,8
1581,189,126,189,1,1260,Grocery,8
1583,5,238,5,1,2380,Grocery,8
1587,34,360,34,1,3600,Grocery,8
1591,34,191,34,1,1910,Grocery,8
1594,34,321,34,1,3210,Grocery,8
1595,179,182,179,1,1820,Grocery,8
1596,41,74,41,1,740,Grocery,8
1597,174,184,174,1,1840,Grocery,8
1599,6,88,247,1,880,Grocery,8
1599,6,33.1,148,2,331,Grocery,8
1599,6,38,6,3,380,Grocery,8
1600,19,224,19,1,2240,Grocery,8
1605,81,150,81,1,1500,Grocery,8
1606,251,175,251,1,1750,Grocery,8
1607,86,180,86,1,1800,Grocery,8
1608,85,610,145,1,6100,Grocery,8
1608,85,48.7,85,2,487,Grocery,8
1609,13,385,13,1,3850,Grocery,8
1611,78,368,273,1,3680,Grocery,8
1611,78,82,254,2,820,Grocery,8
1611,78,218,197,3,2180,Grocery,8
1611,78,92,178,4,920,Grocery,8
1611,78,388,78,5,3880,Grocery,8
1612,1,288,1,1,2880,Grocery,8
1615,265,150,265,1,1500,Grocery,8
1617,41,215,41,1,2150,Grocery,8
1618,210,228.8,210,1,2288,Grocery,8
1620,59,190,59,1,1900,Grocery,8
1625,1,770,1,1,7700,Grocery,8
1626,12,146,12,1,1460,Grocery,8
1627,203,154,203,1,1540,Grocery,8
1629,147,148,147,1,1480,Grocery,8
1632,20,502,20,1,5020,Grocery,8
1638,215,176,215,1,1760,Grocery,8
1640,103,286,103,1,2860,Grocery,8
1641,42,390,42,1,3900,Grocery,8
1643,256,265,256,1,2650,Grocery,8
1644,181,62,181,1,620,Grocery,8
1649,264,152,264,1,1520,Grocery,8
1650,21,186,21,1,1860,Grocery,8
1652,233,150,233,1,1500,Grocery,8
1654,16,342,16,1,3420,Grocery,8
1658,251,108,251,1,1080,Grocery,8
1660,186,274,186,1,2740,Grocery,8
1662,58,218,58,1,2180,Grocery,8
1664,34,1086,151,1,10860,Grocery,8
1664,34,200,82,2,2000,Grocery,8
1664,34,100,34,3,1000,Grocery,8
1665,74,770,74,1,7700,Grocery,8
1666,103,136,103,1,1360,Grocery,8
1668,256,673,256,1,6730,Grocery,8
1669,20,345,20,1,3450,Grocery,8
1671,34,3664,34,1,36640,Grocery,8
1673,269,209,269,1,2090,Grocery,8
1674,62,344,62,1,3440,Grocery,8
1676,258,52,258,1,520,Grocery,8
1677,253,166.2,253,1,1662,Grocery,8
1679,3,252,3,1,2520,Grocery,8
1681,27,169,27,1,1690,Grocery,8
1684,314,120,314,1,1200,Grocery,8
1687,35,116,35,1,1160,Grocery,8
1688,249,156,249,1,1560,Grocery,8
1691,27,185,27,1,1850,Grocery,8
1692,26,156,26,1,1560,Grocery,8
1693,247,132,247,1,1320,Grocery,8
1694,264,154,264,1,1540,Grocery,8
1696,239,176,239,1,1760,Grocery,8
1698,19,336,19,1,3360,Grocery,8
1699,300,148,300,1,1480,Grocery,8
1706,251,315,251,1,3150,Grocery,8
1707,39,404,39,1,4040,Grocery,8
1708,27,364,27,1,3640,Grocery,8
1710,259,141,259,1,1410,Grocery,8
1711,252,275,252,1,2750,Grocery,8
1713,270,45,270,1,450,Grocery,8
1714,27,611,27,1,6110,Grocery,8
1716,246,342.5,246,1,3425,Grocery,8
1717,4,173,270,1,1730,Grocery,8
1717,4,96,4,2,960,Grocery,8
1718,200,208,200,1,2080,Grocery,8
1720,172,814,172,1,8140,Grocery,8
1721,18,204,51,1,2040,Grocery,8
1721,18,8,18,2,80,Grocery,8
1724,216,292,216,1,2920,Grocery,8
1726,41,230,280,1,2300,Grocery,8
1726,41,144,41,2,1440,Grocery,8
1727,58,374,58,1,3740,Grocery,8
1728,20,149,20,1,1490,Grocery,8
1730,111,171.1,111,1,1711,Grocery,8
1736,180,166,183,1,1660,Grocery,8
1736,180,68,180,2,680,Grocery,8
1737,291,176,291,1,1760,Grocery,8
1741,217,414.5,217,1,4145,Grocery,8
1743,258,200,258,1,2000,Grocery,8
1743,258,358,258,2,3580,Grocery,8
1744,304,115,304,1,1150,Grocery,8
1747,36,196,36,1,1960,Grocery,8
1748,267,94,267,1,940,Grocery,8
1752,20,263,20,1,2630,Grocery,8
1753,12,198,12,1,1980,Grocery,8
1754,20,343,20,1,3430,Grocery,8
1756,254,133,254,1,1330,Grocery,8
1759,251,114,251,1,1140,Grocery,8
1760,173,103,173,1,1030,Grocery,8
1761,34,101.4,34,1,1014,Grocery,8
1763,80,246,80,1,2460,Grocery,8
1764,34,163,34,1,1630,Grocery,8
1766,39,850,39,1,8500,Grocery,8
1767,328,130,328,1,1300,Grocery,8
1769,302,430,302,1,4300,Grocery,8
1777,269,56,269,1,560,Grocery,8
1783,20,207,20,1,2070,Grocery,8
1784,41,853,41,1,8530,Grocery,8
1786,306,94,306,1,940,Grocery,8
1788,13,1058,13,1,10580,Grocery,8
1789,250,212,250,1,2120,Grocery,8
1790,144,252,144,1,2520,Grocery,8
1794,33,315.3,33,1,3153,Grocery,8
1797,172,212,172,1,2120,Grocery,8
1799,247,66,247,1,660,Grocery,8
1801,20,975,20,1,9750,Grocery,8
1801,20,153.4,20,2,1534,Grocery,8
1803,203,126,203,1,1260,Grocery,8
1804,165,174,165,1,1740,Grocery,8
1808,270,814,270,1,8140,Grocery,8
1810,27,754,251,1,7540,Grocery,8
1810,27,346,27,2,3460,Grocery,8
1811,219,166,219,1,1660,Grocery,8
1812,40,274,40,1,2740,Grocery,8
1815,1,240,1,1,2400,Grocery,8
1818,231,108,269,1,1080,Grocery,8
1818,231,108.2,231,2,1082,Grocery,8
1820,300,172,300,1,1720,Grocery,8
1823,298,148,298,1,1480,Grocery,8
1824,64,170,64,1,1700,Grocery,8
1825,15,154,275,1,1540,Grocery,8
1827,20,116,20,1,1160,Grocery,8
1830,160,158,160,1,1580,Grocery,8
1831,11,204,11,1,2040,Grocery,8
1837,29,330,29,1,3300,Grocery,8
1838,15,85.7,15,1,857,Grocery,8
1840,21,251.6,21,1,2516,Grocery,8
1840,21,734,21,2,7340,Grocery,8
1844,59,206,59,1,2060,Grocery,8
1845,56,214,56,1,2140,Grocery,8
1848,270,149,270,1,1490,Grocery,8
1849,273,86,273,1,860,Grocery,8
1850,39,166,39,1,1660,Grocery,8
1855,269,799,269,1,7990,Grocery,8
1858,101,1000,113,1,10000,Grocery,8
1858,101,1218,101,2,12180,Grocery,8
1859,10,216,10,1,2160,Grocery,8
1861,70,330,70,1,3300,Grocery,8
1867,279,152,279,1,1520,Grocery,8
1868,52,188,52,1,1880,Grocery,8
1869,208,42,208,1,420,Grocery,8
1870,155,166,155,1,1660,Grocery,8
1874,41,116.4,41,1,1164,Grocery,8
1875,41,552,41,1,5520,Grocery,8
1877,70,462,70,1,4620,Grocery,8
1879,246,166,246,1,1660,Grocery,8
1881,154,180,154,1,1800,Grocery,8
1883,270,1562,270,1,15620,Grocery,8
1885,36,228,36,1,2280,Grocery,8
1886,235,177.8,235,1,1778,Grocery,8
1887,62,204,62,1,2040,Grocery,8
1888,182,182,182,1,1820,Grocery,8
1889,328,178,328,1,1780,Grocery,8
1890,52,252,52,1,2520,Grocery,8
1895,260,241.4,260,1,2414,Grocery,8
1896,259,501,259,1,5010,Grocery,8
1897,1,214,1,1,2140,Grocery,8
1899,15,296,15,1,2960,Grocery,8
1900,41,150,41,1,1500,Grocery,8
1902,27,103,27,1,1030,Grocery,8
1904,16,276,16,1,2760,Grocery,8
1906,252,172,252,1,1720,Grocery,8
1907,30,1118,30,1,11180,Grocery,8
1909,19,232,19,1,2320,Grocery,8
1910,90,204.3,90,1,2043,Grocery,8
1914,56,798,324,1,7980,Grocery,8
1914,56,1626,56,2,16260,Grocery,8
1915,71,222,71,1,2220,Grocery,8
1918,26,262,26,1,2620,Grocery,8
1919,27,275.8,27,1,2758,Grocery,8
1920,118,182,118,1,1820,Grocery,8
1931,15,324,35,1,3240,Grocery,8
1931,15,274,15,2,2740,Grocery,8
1932,76,226,76,1,2260,Grocery,8
1934,244,136,244,1,1360,Grocery,8
1936,20,100,27,1,1000,Grocery,8
1936,20,297,20,2,2970,Grocery,8
1943,19,218,19,1,2180,Grocery,8
